sku,name,brand,category,base_price,coverage_m2,desc
AP-070,Air Purifier HEPA MX-169,Electrolux,appliance & household,54339365.69,1.0,"Pembersih udara ruangan Electrolux model MX-169 dengan filter HEPA 13 yang efektif menyaring debu, virus, dan bakteri hingga 99%."
AP-071,Rice Cooker Digital MX-170,Modena,appliance & household,14880255.01,1.0,Pemasak nasi digital serbaguna Modena model MX-170 dengan pot tebal berlapis keramik anti-lengket dan 8 menu memasak.
AP-072,Dispenser Galon Bawah MX-171,Rinnai,appliance & household,47153447.04,1.0,"Dispenser air minum galon bawah Rinnai tipe MX-171 dengan opsi air panas, dingin, dan normal serta sensor tangki kosong."
AP-073,Kompor Tanam Gas 2 Tungku MX-172,Artugo,appliance & household,32097864.04,1.0,"Kompor tanam gas premium Artugo model MX-172 dengan tungku kuningan kuningan berlapis besi cor, aman dan hemat gas."
AP-074,Cooker Hood Slim MX-173,Sharp,appliance & household,53820029.92,1.0,Penyedot asap dapur slim Sharp tipe MX-173 dengan filter karbon aktif untuk menghilangkan bau dan uap minyak secara efektif.
AP-075,Kulkas 2 Pintu MX-174,Samsung,appliance & household,31777202.41,1.0,"Kulkas 2 pintu hemat energi Samsung model MX-174 dengan teknologi inverter, sistem pendingin ganda, dan kompartemen luas."
AP-076,Microwave Oven MX-175,Panasonic,appliance & household,28074909.83,1.0,"Microwave digital multi-fungsi Panasonic tipe MX-175 untuk menghangatkan, mencairkan makanan beku, dan memanggang praktis."
AP-077,Mesin Cuci Front Loading MX-176,Fotile,appliance & household,44403359.73,1.0,Mesin cuci front loading hemat air dan listrik Fotile model MX-176 dengan fitur uap panas anti-bakteri dan motor senyap.
AP-078,Water Heater Listrik MX-177,Teka,appliance & household,14908533.8,1.0,Pemanas air mandi listrik Teka tipe MX-177 dilengkapi tangki berlapis enamel anti-karat dan sistem pengaman ELCB.
AP-079,Air Purifier HEPA MX-178,Miyako,appliance & household,36079222.58,1.0,"Pembersih udara ruangan Miyako model MX-178 dengan filter HEPA 13 yang efektif menyaring debu, virus, dan bakteri hingga 99%."
AP-080,Rice Cooker Digital MX-179,Electrolux,appliance & household,32507198.59,1.0,Pemasak nasi digital serbaguna Electrolux model MX-179 dengan pot tebal berlapis keramik anti-lengket dan 8 menu memasak.
AP-081,Dispenser Galon Bawah MX-180,Modena,appliance & household,18979473.23,1.0,"Dispenser air minum galon bawah Modena tipe MX-180 dengan opsi air panas, dingin, dan normal serta sensor tangki kosong."
AP-082,Kompor Tanam Gas 2 Tungku MX-181,Rinnai,appliance & household,8570549.18,1.0,"Kompor tanam gas premium Rinnai model MX-181 dengan tungku kuningan kuningan berlapis besi cor, aman dan hemat gas."
AP-083,Cooker Hood Slim MX-182,Artugo,appliance & household,50371553.13,1.0,Penyedot asap dapur slim Artugo tipe MX-182 dengan filter karbon aktif untuk menghilangkan bau dan uap minyak secara efektif.
AP-084,Kulkas 2 Pintu MX-183,Sharp,appliance & household,53255048.07,1.0,"Kulkas 2 pintu hemat energi Sharp model MX-183 dengan teknologi inverter, sistem pendingin ganda, dan kompartemen luas."
AP-085,Microwave Oven MX-184,Samsung,appliance & household,26555729.3,1.0,"Microwave digital multi-fungsi Samsung tipe MX-184 untuk menghangatkan, mencairkan makanan beku, dan memanggang praktis."
AP-086,Mesin Cuci Front Loading MX-185,Panasonic,appliance & household,47517521.93,1.0,Mesin cuci front loading hemat air dan listrik Panasonic model MX-185 dengan fitur uap panas anti-bakteri dan motor senyap.
AP-087,Water Heater Listrik MX-186,Fotile,appliance & household,6331203.84,1.0,Pemanas air mandi listrik Fotile tipe MX-186 dilengkapi tangki berlapis enamel anti-karat dan sistem pengaman ELCB.
AP-088,Air Purifier HEPA MX-187,Teka,appliance & household,30206618.49,1.0,"Pembersih udara ruangan Teka model MX-187 dengan filter HEPA 13 yang efektif menyaring debu, virus, dan bakteri hingga 99%."
AP-089,Rice Cooker Digital MX-188,Miyako,appliance & household,41572120.79,1.0,Pemasak nasi digital serbaguna Miyako model MX-188 dengan pot tebal berlapis keramik anti-lengket dan 8 menu memasak.
AP-090,Dispenser Galon Bawah MX-189,Electrolux,appliance & household,45499325.62,1.0,"Dispenser air minum galon bawah Electrolux tipe MX-189 dengan opsi air panas, dingin, dan normal serta sensor tangki kosong."
AP-091,Kompor Tanam Gas 2 Tungku MX-190,Modena,appliance & household,14009471.77,1.0,"Kompor tanam gas premium Modena model MX-190 dengan tungku kuningan kuningan berlapis besi cor, aman dan hemat gas."
AP-092,Cooker Hood Slim MX-191,Rinnai,appliance & household,19048336.08,1.0,Penyedot asap dapur slim Rinnai tipe MX-191 dengan filter karbon aktif untuk menghilangkan bau dan uap minyak secara efektif.
AP-093,Kulkas 2 Pintu MX-192,Artugo,appliance & household,45576261.3,1.0,"Kulkas 2 pintu hemat energi Artugo model MX-192 dengan teknologi inverter, sistem pendingin ganda, dan kompartemen luas."
AP-094,Microwave Oven MX-193,Sharp,appliance & household,8978070.17,1.0,"Microwave digital multi-fungsi Sharp tipe MX-193 untuk menghangatkan, mencairkan makanan beku, dan memanggang praktis."
AP-095,Mesin Cuci Front Loading MX-194,Samsung,appliance & household,7712445.72,1.0,Mesin cuci front loading hemat air dan listrik Samsung model MX-194 dengan fitur uap panas anti-bakteri dan motor senyap.
AP-096,Water Heater Listrik MX-195,Panasonic,appliance & household,22292551.97,1.0,Pemanas air mandi listrik Panasonic tipe MX-195 dilengkapi tangki berlapis enamel anti-karat dan sistem pengaman ELCB.
AP-097,Air Purifier HEPA MX-196,Fotile,appliance & household,32922708.49,1.0,"Pembersih udara ruangan Fotile model MX-196 dengan filter HEPA 13 yang efektif menyaring debu, virus, dan bakteri hingga 99%."
AP-098,Rice Cooker Digital MX-197,Teka,appliance & household,6797657.46,1.0,Pemasak nasi digital serbaguna Teka model MX-197 dengan pot tebal berlapis keramik anti-lengket dan 8 menu memasak.
AP-099,Dispenser Galon Bawah MX-198,Miyako,appliance & household,51739339.02,1.0,"Dispenser air minum galon bawah Miyako tipe MX-198 dengan opsi air panas, dingin, dan normal serta sensor tangki kosong."
AP-100,Kompor Tanam Gas 2 Tungku MX-199,Electrolux,appliance & household,21323352.79,1.0,"Kompor tanam gas premium Electrolux model MX-199 dengan tungku kuningan kuningan berlapis besi cor, aman dan hemat gas."
FU-001,Lemari Pakaian 2 Pintu Austin,Olympic,furniture,4291705.95,0.25,Lemari pakaian minimalis Olympic model Austin 2 pintu dilengkapi dengan cermin panjang dan laci penyimpanan.
FU-002,Meja Belajar & Kerja Boston,Prodesign,furniture,4518311.44,1.0,Meja kerja/belajar ergonomis Prodesign tipe Boston dengan laci samping dan rak buku tingkat untuk efisiensi ruang.
FU-003,Kursi Kantor Ergonomis Chelsea,IKEA,furniture,1451819.06,0.25,"Kursi kerja kantor IKEA tipe Chelsea dengan penopang punggung jaring, sandaran kepala, dan pengatur ketinggian hidrolik."
FU-004,Sofa Bed Minimalis Denver,Informa,furniture,3347566.82,0.25,Sofa bed multi-fungsi Informa model Denver berlapis kain halus yang dapat direbahkan menjadi tempat tidur tamu.
FU-005,Rak TV Minimalis Erie,Taco,furniture,1293487.6,0.5,Meja credenza TV minimalis Taco tipe Erie dengan rak terbuka untuk konsol game dan laci tertutup untuk media penyimpanan.
FU-006,Meja Rias Estetik Falcon,Duma,furniture,436189.75,0.5,"Meja rias cantik Duma tipe Falcon dengan cermin bulat, laci aksesoris, dan bangku rias busa empuk."
FU-007,Tempat Tidur Divan Genoa,Chitose,furniture,4083959.61,0.5,Divan tempat tidur minimalis Chitose tipe Genoa rangka kayu solid kokoh berlapis busa dan kain oscar premium.
FU-008,Rak Sepatu Tertutup Havana,Napolly,furniture,3964354.4,0.25,Rak sepatu kayu tertutup Napolly tipe Havana berkapasitas hingga 15 pasang sepatu dengan ventilasi udara pencegah bau.
FU-009,Lemari Pakaian 2 Pintu Ibiza,Olympic,furniture,4938883.79,1.0,Lemari pakaian minimalis Olympic model Ibiza 2 pintu dilengkapi dengan cermin panjang dan laci penyimpanan.
FU-010,Meja Belajar & Kerja Jambi,Prodesign,furniture,3339182.45,0.25,Meja kerja/belajar ergonomis Prodesign tipe Jambi dengan laci samping dan rak buku tingkat untuk efisiensi ruang.
FU-011,Kursi Kantor Ergonomis Kobe,IKEA,furniture,1855387.17,0.5,"Kursi kerja kantor IKEA tipe Kobe dengan penopang punggung jaring, sandaran kepala, dan pengatur ketinggian hidrolik."
FU-012,Sofa Bed Minimalis Lisbon,Informa,furniture,177327.31,1.0,Sofa bed multi-fungsi Informa model Lisbon berlapis kain halus yang dapat direbahkan menjadi tempat tidur tamu.
FU-013,Rak TV Minimalis Madrid,Taco,furniture,3734418.48,0.25,Meja credenza TV minimalis Taco tipe Madrid dengan rak terbuka untuk konsol game dan laci tertutup untuk media penyimpanan.
FU-014,Meja Rias Estetik Nantes,Duma,furniture,2296548.55,1.0,"Meja rias cantik Duma tipe Nantes dengan cermin bulat, laci aksesoris, dan bangku rias busa empuk."
FU-015,Tempat Tidur Divan Osaka,Chitose,furniture,634364.65,0.5,Divan tempat tidur minimalis Chitose tipe Osaka rangka kayu solid kokoh berlapis busa dan kain oscar premium.
FU-016,Rak Sepatu Tertutup Palermo,Napolly,furniture,3663490.69,1.0,Rak sepatu kayu tertutup Napolly tipe Palermo berkapasitas hingga 15 pasang sepatu dengan ventilasi udara pencegah bau.
FU-017,Lemari Pakaian 2 Pintu Austin,Olympic,furniture,398044.5,2.0,Lemari pakaian minimalis Olympic model Austin 2 pintu dilengkapi dengan cermin panjang dan laci penyimpanan.
FU-018,Meja Belajar & Kerja Boston,Prodesign,furniture,3461877.73,2.0,Meja kerja/belajar ergonomis Prodesign tipe Boston dengan laci samping dan rak buku tingkat untuk efisiensi ruang.
FU-019,Kursi Kantor Ergonomis Chelsea,IKEA,furniture,4506407.15,1.0,"Kursi kerja kantor IKEA tipe Chelsea dengan penopang punggung jaring, sandaran kepala, dan pengatur ketinggian hidrolik."
FU-020,Sofa Bed Minimalis Denver,Informa,furniture,421842.94,1.0,Sofa bed multi-fungsi Informa model Denver berlapis kain halus yang dapat direbahkan menjadi tempat tidur tamu.
FU-021,Rak TV Minimalis Erie,Taco,furniture,2786946.53,1.0,Meja credenza TV minimalis Taco tipe Erie dengan rak terbuka untuk konsol game dan laci tertutup untuk media penyimpanan.
FU-022,Meja Rias Estetik Falcon,Duma,furniture,2699728.5,2.0,"Meja rias cantik Duma tipe Falcon dengan cermin bulat, laci aksesoris, dan bangku rias busa empuk."
FU-023,Tempat Tidur Divan Genoa,Chitose,furniture,2207976.7,0.25,Divan tempat tidur minimalis Chitose tipe Genoa rangka kayu solid kokoh berlapis busa dan kain oscar premium.
FU-024,Rak Sepatu Tertutup Havana,Napolly,furniture,2207342.71,0.5,Rak sepatu kayu tertutup Napolly tipe Havana berkapasitas hingga 15 pasang sepatu dengan ventilasi udara pencegah bau.
FU-025,Lemari Pakaian 2 Pintu Ibiza,Olympic,furniture,4154354.2,2.0,Lemari pakaian minimalis Olympic model Ibiza 2 pintu dilengkapi dengan cermin panjang dan laci penyimpanan.
FU-026,Meja Belajar & Kerja Jambi,Prodesign,furniture,1631486.91,1.0,Meja kerja/belajar ergonomis Prodesign tipe Jambi dengan laci samping dan rak buku tingkat untuk efisiensi ruang.
FU-027,Kursi Kantor Ergonomis Kobe,IKEA,furniture,4772603.34,2.0,"Kursi kerja kantor IKEA tipe Kobe dengan penopang punggung jaring, sandaran kepala, dan pengatur ketinggian hidrolik."
FU-028,Sofa Bed Minimalis Lisbon,Informa,furniture,4175682.25,0.25,Sofa bed multi-fungsi Informa model Lisbon berlapis kain halus yang dapat direbahkan menjadi tempat tidur tamu.
FU-029,Rak TV Minimalis Madrid,Taco,furniture,3748485.95,1.0,Meja credenza TV minimalis Taco tipe Madrid dengan rak terbuka untuk konsol game dan laci tertutup untuk media penyimpanan.
FU-030,Meja Rias Estetik Nantes,Duma,furniture,393906.79,1.0,"Meja rias cantik Duma tipe Nantes dengan cermin bulat, laci aksesoris, dan bangku rias busa empuk."
FU-031,Tempat Tidur Divan Osaka,Chitose,furniture,1832630.59,2.0,Divan tempat tidur minimalis Chitose tipe Osaka rangka kayu solid kokoh berlapis busa dan kain oscar premium.
FU-032,Rak Sepatu Tertutup Palermo,Napolly,furniture,3042009.45,1.0,Rak sepatu kayu tertutup Napolly tipe Palermo berkapasitas hingga 15 pasang sepatu dengan ventilasi udara pencegah bau.
FU-033,Lemari Pakaian 2 Pintu Austin,Olympic,furniture,2586321.48,0.5,Lemari pakaian minimalis Olympic model Austin 2 pintu dilengkapi dengan cermin panjang dan laci penyimpanan.
FU-034,Meja Belajar & Kerja Boston,Prodesign,furniture,4251646.76,1.0,Meja kerja/belajar ergonomis Prodesign tipe Boston dengan laci samping dan rak buku tingkat untuk efisiensi ruang.
FU-035,Kursi Kantor Ergonomis Chelsea,IKEA,furniture,662938.04,1.0,"Kursi kerja kantor IKEA tipe Chelsea dengan penopang punggung jaring, sandaran kepala, dan pengatur ketinggian hidrolik."
FU-036,Sofa Bed Minimalis Denver,Informa,furniture,4055384.72,0.25,Sofa bed multi-fungsi Informa model Denver berlapis kain halus yang dapat direbahkan menjadi tempat tidur tamu.
FU-037,Rak TV Minimalis Erie,Taco,furniture,241870.59,1.0,Meja credenza TV minimalis Taco tipe Erie dengan rak terbuka untuk konsol game dan laci tertutup untuk media penyimpanan.
FU-038,Meja Rias Estetik Falcon,Duma,furniture,1820014.76,0.5,"Meja rias cantik Duma tipe Falcon dengan cermin bulat, laci aksesoris, dan bangku rias busa empuk."
FU-039,Tempat Tidur Divan Genoa,Chitose,furniture,3320988.71,0.25,Divan tempat tidur minimalis Chitose tipe Genoa rangka kayu solid kokoh berlapis busa dan kain oscar premium.
FU-040,Rak Sepatu Tertutup Havana,Napolly,furniture,549612.65,0.5,Rak sepatu kayu tertutup Napolly tipe Havana berkapasitas hingga 15 pasang sepatu dengan ventilasi udara pencegah bau.
FU-041,Lemari Pakaian 2 Pintu Ibiza,Olympic,furniture,2322864.37,0.5,Lemari pakaian minimalis Olympic model Ibiza 2 pintu dilengkapi dengan cermin panjang dan laci penyimpanan.
FU-042,Meja Belajar & Kerja Jambi,Prodesign,furniture,3635820.24,0.25,Meja kerja/belajar ergonomis Prodesign tipe Jambi dengan laci samping dan rak buku tingkat untuk efisiensi ruang.
FU-043,Kursi Kantor Ergonomis Kobe,IKEA,furniture,871308.5,0.25,"Kursi kerja kantor IKEA tipe Kobe dengan penopang punggung jaring, sandaran kepala, dan pengatur ketinggian hidrolik."
FU-044,Sofa Bed Minimalis Lisbon,Informa,furniture,2271253.57,2.0,Sofa bed multi-fungsi Informa model Lisbon berlapis kain halus yang dapat direbahkan menjadi tempat tidur tamu.
FU-045,Rak TV Minimalis Madrid,Taco,furniture,2266016.51,1.0,Meja credenza TV minimalis Taco tipe Madrid dengan rak terbuka untuk konsol game dan laci tertutup untuk media penyimpanan.
FU-046,Meja Rias Estetik Nantes,Duma,furniture,657705.79,2.0,"Meja rias cantik Duma tipe Nantes dengan cermin bulat, laci aksesoris, dan bangku rias busa empuk."
FU-047,Tempat Tidur Divan Osaka,Chitose,furniture,3423267.68,2.0,Divan tempat tidur minimalis Chitose tipe Osaka rangka kayu solid kokoh berlapis busa dan kain oscar premium.
FU-048,Rak Sepatu Tertutup Palermo,Napolly,furniture,322545.08,2.0,Rak sepatu kayu tertutup Napolly tipe Palermo berkapasitas hingga 15 pasang sepatu dengan ventilasi udara pencegah bau.
FU-049,Lemari Pakaian 2 Pintu Austin,Olympic,furniture,137666.72,1.0,Lemari pakaian minimalis Olympic model Austin 2 pintu dilengkapi dengan cermin panjang dan laci penyimpanan.
FU-050,Meja Belajar & Kerja Boston,Prodesign,furniture,3844388.39,1.0,Meja kerja/belajar ergonomis Prodesign tipe Boston dengan laci samping dan rak buku tingkat untuk efisiensi ruang.
FU-051,Kursi Kantor Ergonomis Chelsea,IKEA,furniture,137876.54,2.0,"Kursi kerja kantor IKEA tipe Chelsea dengan penopang punggung jaring, sandaran kepala, dan pengatur ketinggian hidrolik."
FU-052,Sofa Bed Minimalis Denver,Informa,furniture,1963016.48,0.5,Sofa bed multi-fungsi Informa model Denver berlapis kain halus yang dapat direbahkan menjadi tempat tidur tamu.
FU-053,Rak TV Minimalis Erie,Taco,furniture,4183435.59,1.0,Meja credenza TV minimalis Taco tipe Erie dengan rak terbuka untuk konsol game dan laci tertutup untuk media penyimpanan.
FU-054,Meja Rias Estetik Falcon,Duma,furniture,4322645.37,0.25,"Meja rias cantik Duma tipe Falcon dengan cermin bulat, laci aksesoris, dan bangku rias busa empuk."
FU-055,Tempat Tidur Divan Genoa,Chitose,furniture,2352795.83,0.25,Divan tempat tidur minimalis Chitose tipe Genoa rangka kayu solid kokoh berlapis busa dan kain oscar premium.
FU-056,Rak Sepatu Tertutup Havana,Napolly,furniture,2203493.0,2.0,Rak sepatu kayu tertutup Napolly tipe Havana berkapasitas hingga 15 pasang sepatu dengan ventilasi udara pencegah bau.
FU-057,Lemari Pakaian 2 Pintu Ibiza,Olympic,furniture,664349.53,0.25,Lemari pakaian minimalis Olympic model Ibiza 2 pintu dilengkapi dengan cermin panjang dan laci penyimpanan.
FU-058,Meja Belajar & Kerja Jambi,Prodesign,furniture,4026478.56,2.0,Meja kerja/belajar ergonomis Prodesign tipe Jambi dengan laci samping dan rak buku tingkat untuk efisiensi ruang.
FU-059,Kursi Kantor Ergonomis Kobe,IKEA,furniture,2239887.72,0.25,"Kursi kerja kantor IKEA tipe Kobe dengan penopang punggung jaring, sandaran kepala, dan pengatur ketinggian hidrolik."
FU-060,Sofa Bed Minimalis Lisbon,Informa,furniture,2985469.31,0.25,Sofa bed multi-fungsi Informa model Lisbon berlapis kain halus yang dapat direbahkan menjadi tempat tidur tamu.
FU-061,Rak TV Minimalis Madrid,Taco,furniture,3754443.65,0.5,Meja credenza TV minimalis Taco tipe Madrid dengan rak terbuka untuk konsol game dan laci tertutup untuk media penyimpanan.
FU-062,Meja Rias Estetik Nantes,Duma,furniture,474258.95,0.25,"Meja rias cantik Duma tipe Nantes dengan cermin bulat, laci aksesoris, dan bangku rias busa empuk."
FU-063,Tempat Tidur Divan Osaka,Chitose,furniture,1050128.16,1.0,Divan tempat tidur minimalis Chitose tipe Osaka rangka kayu solid kokoh berlapis busa dan kain oscar premium.
FU-064,Rak Sepatu Tertutup Palermo,Napolly,furniture,1257717.36,0.5,Rak sepatu kayu tertutup Napolly tipe Palermo berkapasitas hingga 15 pasang sepatu dengan ventilasi udara pencegah bau.
FU-065,Lemari Pakaian 2 Pintu Austin,Olympic,furniture,950145.21,0.5,Lemari pakaian minimalis Olympic model Austin 2 pintu dilengkapi dengan cermin panjang dan laci penyimpanan.
FU-066,Meja Belajar & Kerja Boston,Prodesign,furniture,4761331.49,2.0,Meja kerja/belajar ergonomis Prodesign tipe Boston dengan laci samping dan rak buku tingkat untuk efisiensi ruang.
FU-067,Kursi Kantor Ergonomis Chelsea,IKEA,furniture,3823398.03,2.0,"Kursi kerja kantor IKEA tipe Chelsea dengan penopang punggung jaring, sandaran kepala, dan pengatur ketinggian hidrolik."
FU-068,Sofa Bed Minimalis Denver,Informa,furniture,1683720.38,1.0,Sofa bed multi-fungsi Informa model Denver berlapis kain halus yang dapat direbahkan menjadi tempat tidur tamu.
FU-069,Rak TV Minimalis Erie,Taco,furniture,434602.67,2.0,Meja credenza TV minimalis Taco tipe Erie dengan rak terbuka untuk konsol game dan laci tertutup untuk media penyimpanan.
FU-070,Meja Rias Estetik Falcon,Duma,furniture,2997956.81,1.0,"Meja rias cantik Duma tipe Falcon dengan cermin bulat, laci aksesoris, dan bangku rias busa empuk."
FU-071,Tempat Tidur Divan Genoa,Chitose,furniture,1620998.47,2.0,Divan tempat tidur minimalis Chitose tipe Genoa rangka kayu solid kokoh berlapis busa dan kain oscar premium.
FU-072,Rak Sepatu Tertutup Havana,Napolly,furniture,1906814.24,1.0,Rak sepatu kayu tertutup Napolly tipe Havana berkapasitas hingga 15 pasang sepatu dengan ventilasi udara pencegah bau.
FU-073,Lemari Pakaian 2 Pintu Ibiza,Olympic,furniture,3113541.1,2.0,Lemari pakaian minimalis Olympic model Ibiza 2 pintu dilengkapi dengan cermin panjang dan laci penyimpanan.
FU-074,Meja Belajar & Kerja Jambi,Prodesign,furniture,2816150.22,0.25,Meja kerja/belajar ergonomis Prodesign tipe Jambi dengan laci samping dan rak buku tingkat untuk efisiensi ruang.
FU-075,Kursi Kantor Ergonomis Kobe,IKEA,furniture,3294003.53,1.0,"Kursi kerja kantor IKEA tipe Kobe dengan penopang punggung jaring, sandaran kepala, dan pengatur ketinggian hidrolik."
FU-076,Sofa Bed Minimalis Lisbon,Informa,furniture,2556699.78,0.25,Sofa bed multi-fungsi Informa model Lisbon berlapis kain halus yang dapat direbahkan menjadi tempat tidur tamu.
FU-077,Rak TV Minimalis Madrid,Taco,furniture,4073737.38,1.0,Meja credenza TV minimalis Taco tipe Madrid dengan rak terbuka untuk konsol game dan laci tertutup untuk media penyimpanan.
FU-078,Meja Rias Estetik Nantes,Duma,furniture,3266022.75,0.25,"Meja rias cantik Duma tipe Nantes dengan cermin bulat, laci aksesoris, dan bangku rias busa empuk."
FU-079,Tempat Tidur Divan Osaka,Chitose,furniture,4955831.51,0.5,Divan tempat tidur minimalis Chitose tipe Osaka rangka kayu solid kokoh berlapis busa dan kain oscar premium.
FU-080,Rak Sepatu Tertutup Palermo,Napolly,furniture,4597890.27,2.0,Rak sepatu kayu tertutup Napolly tipe Palermo berkapasitas hingga 15 pasang sepatu dengan ventilasi udara pencegah bau.
FU-081,Lemari Pakaian 2 Pintu Austin,Olympic,furniture,3426598.83,0.25,Lemari pakaian minimalis Olympic model Austin 2 pintu dilengkapi dengan cermin panjang dan laci penyimpanan.
FU-082,Meja Belajar & Kerja Boston,Prodesign,furniture,1715484.7,2.0,Meja kerja/belajar ergonomis Prodesign tipe Boston dengan laci samping dan rak buku tingkat untuk efisiensi ruang.
FU-083,Kursi Kantor Ergonomis Chelsea,IKEA,furniture,3646294.91,0.5,"Kursi kerja kantor IKEA tipe Chelsea dengan penopang punggung jaring, sandaran kepala, dan pengatur ketinggian hidrolik."
FU-084,Sofa Bed Minimalis Denver,Informa,furniture,2955423.62,0.5,Sofa bed multi-fungsi Informa model Denver berlapis kain halus yang dapat direbahkan menjadi tempat tidur tamu.
FU-085,Rak TV Minimalis Erie,Taco,furniture,4841712.89,2.0,Meja credenza TV minimalis Taco tipe Erie dengan rak terbuka untuk konsol game dan laci tertutup untuk media penyimpanan.
FU-086,Meja Rias Estetik Falcon,Duma,furniture,3573286.67,0.25,"Meja rias cantik Duma tipe Falcon dengan cermin bulat, laci aksesoris, dan bangku rias busa empuk."
FU-087,Tempat Tidur Divan Genoa,Chitose,furniture,1945728.6,1.0,Divan tempat tidur minimalis Chitose tipe Genoa rangka kayu solid kokoh berlapis busa dan kain oscar premium.
FU-088,Rak Sepatu Tertutup Havana,Napolly,furniture,557919.53,2.0,Rak sepatu kayu tertutup Napolly tipe Havana berkapasitas hingga 15 pasang sepatu dengan ventilasi udara pencegah bau.
FU-089,Lemari Pakaian 2 Pintu Ibiza,Olympic,furniture,189329.64,1.0,Lemari pakaian minimalis Olympic model Ibiza 2 pintu dilengkapi dengan cermin panjang dan laci penyimpanan.
FU-090,Meja Belajar & Kerja Jambi,Prodesign,furniture,1774488.49,2.0,Meja kerja/belajar ergonomis Prodesign tipe Jambi dengan laci samping dan rak buku tingkat untuk efisiensi ruang.
FU-091,Kursi Kantor Ergonomis Kobe,IKEA,furniture,4999885.44,0.5,"Kursi kerja kantor IKEA tipe Kobe dengan penopang punggung jaring, sandaran kepala, dan pengatur ketinggian hidrolik."
FU-092,Sofa Bed Minimalis Lisbon,Informa,furniture,4237699.1,0.25,Sofa bed multi-fungsi Informa model Lisbon berlapis kain halus yang dapat direbahkan menjadi tempat tidur tamu.
FU-093,Rak TV Minimalis Madrid,Taco,furniture,4192087.15,0.25,Meja credenza TV minimalis Taco tipe Madrid dengan rak terbuka untuk konsol game dan laci tertutup untuk media penyimpanan.
FU-094,Meja Rias Estetik Nantes,Duma,furniture,742140.3,2.0,"Meja rias cantik Duma tipe Nantes dengan cermin bulat, laci aksesoris, dan bangku rias busa empuk."
FU-095,Tempat Tidur Divan Osaka,Chitose,furniture,986145.24,0.5,Divan tempat tidur minimalis Chitose tipe Osaka rangka kayu solid kokoh berlapis busa dan kain oscar premium.
FU-096,Rak Sepatu Tertutup Palermo,Napolly,furniture,2113207.2,0.5,Rak sepatu kayu tertutup Napolly tipe Palermo berkapasitas hingga 15 pasang sepatu dengan ventilasi udara pencegah bau.
FU-097,Lemari Pakaian 2 Pintu Austin,Olympic,furniture,1496146.87,2.0,Lemari pakaian minimalis Olympic model Austin 2 pintu dilengkapi dengan cermin panjang dan laci penyimpanan.
FU-098,Meja Belajar & Kerja Boston,Prodesign,furniture,1271925.64,2.0,Meja kerja/belajar ergonomis Prodesign tipe Boston dengan laci samping dan rak buku tingkat untuk efisiensi ruang.
FU-099,Kursi Kantor Ergonomis Chelsea,IKEA,furniture,3423703.44,2.0,"Kursi kerja kantor IKEA tipe Chelsea dengan penopang punggung jaring, sandaran kepala, dan pengatur ketinggian hidrolik."
FU-100,Sofa Bed Minimalis Denver,Informa,furniture,3912807.78,2.0,Sofa bed multi-fungsi Informa model Denver berlapis kain halus yang dapat direbahkan menjadi tempat tidur tamu.
SA-001,Closet Duduk Monoblok SA-500,Toto,sanitary & plumbing,4016233.16,1.0,Closet duduk satu bagian (one-piece) Toto model SA-500 dengan sistem dual flush hemat air dan penutup soft-closing.
SA-002,Closet Jongkok Keramik SA-501,American Standard,sanitary & plumbing,3223836.23,1.0,Closet jongkok berkualitas tinggi American Standard tipe SA-501 terbuat dari porselen glazed mengkilap yang mudah dibersihkan.
SA-003,Wastafel Gantung Porselen SA-502,Kohler,sanitary & plumbing,4263271.94,1.0,Wastafel gantung kamar mandi Kohler model SA-502 dengan lubang kran dan overflow untuk tampilan minimalis rapi.
SA-004,Kran Angsa Meja Dapur SA-503,Grohe,sanitary & plumbing,1400316.93,1.0,"Kran air leher angsa meja dapur Grohe tipe SA-503 bahan kuningan lapis krom tebal, anti-karat dan anti-bocor."
SA-005,Shower Column Set SA-504,Wasser,sanitary & plumbing,4734745.65,1.0,"Set pancuran air mandi tiang Wasser tipe SA-504 dilengkapi rain shower, hand shower, dan kran mixer panas dingin."
SA-006,Kitchen Sink 2 Bak SA-505,Onda,sanitary & plumbing,4655836.04,1.0,"Bak cuci piring dapur stainless steel Onda model SA-505 2 bak dengan ketebalan 1mm, dilapisi peredam bising."
SA-007,Jet Shower Toilet SA-506,Fiorentino,sanitary & plumbing,2534935.22,1.0,Semprotan cebok jet shower toilet Fiorentino tipe SA-506 dengan selang fleksibel 1.2m anti-belit dan tekanan air lembut.
SA-008,Floor Drain Stainless Anti-Bau SA-507,Aer,sanitary & plumbing,1905817.73,1.0,Saringan pembuangan air lantai Aer tipe SA-507 dengan katup auto-close pencegah bau dan kecoak masuk.
SA-009,Closet Duduk Monoblok SA-508,Toto,sanitary & plumbing,4203922.62,1.0,Closet duduk satu bagian (one-piece) Toto model SA-508 dengan sistem dual flush hemat air dan penutup soft-closing.
SA-010,Closet Jongkok Keramik SA-509,American Standard,sanitary & plumbing,239600.8,1.0,Closet jongkok berkualitas tinggi American Standard tipe SA-509 terbuat dari porselen glazed mengkilap yang mudah dibersihkan.
SA-011,Wastafel Gantung Porselen SA-510,Kohler,sanitary & plumbing,2270577.3,1.0,Wastafel gantung kamar mandi Kohler model SA-510 dengan lubang kran dan overflow untuk tampilan minimalis rapi.
